
Experimental details:
    Model     : cnn
    Optimizer : sgd
    Learning  : 0.01
    Global Rounds   : 10

    Federated parameters:
    IID
    Fraction of users  : 0.04
    Local Batch size   : 4
    Local Epochs       : 5

train labeled data:
No such file: a8_s1_t4
No such file: a8_s1_t4
(416, 120, 6)
(416, 40, 20, 3)
(416,)
test data:
No such file: a23_s6_t4
No such file: a23_s6_t4
(215, 120, 6)
(215, 40, 20, 3)
(215,)
unlabeled data:
No such file: a27_s8_t4
No such file: a27_s8_t4
(215, 120, 6)
(215, 40, 20, 3)
(215,)

 | Global Training Round : 1 |

/home/shayulong/miniconda3/envs/fl/lib/python3.8/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: libtorch_cuda_cu.so: cannot open shared object file: No such file or directory
  warn(f"Failed to load image Python extension: {e}")
/home/shayulong/miniconda3/envs/fl/lib/python3.8/site-packages/transformers/utils/generic.py:441: UserWarning: torch.utils._pytree._register_pytree_node is deprecated. Please use torch.utils._pytree.register_pytree_node instead.
  _torch_pytree._register_pytree_node(
/home/shayulong/miniconda3/envs/fl/lib/python3.8/site-packages/transformers/utils/generic.py:309: UserWarning: torch.utils._pytree._register_pytree_node is deprecated. Please use torch.utils._pytree.register_pytree_node instead.
  _torch_pytree._register_pytree_node(
/home/shayulong/miniconda3/envs/fl/lib/python3.8/site-packages/torch/cuda/__init__.py:619: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
| Global Round : 0 | User: 0 | Local Epoch : 0 | Loss: 3.145 | Acc: 0.125
| Global Round : 5 | User: 2 | Local Epoch : 0 | Loss: 0.122 | Acc: 1.000
| Global Round : 5 | User: 2 | Local Epoch : 1 | Loss: 0.454 | Acc: 0.875
| Global Round : 5 | User: 2 | Local Epoch : 2 | Loss: 0.052 | Acc: 1.000
| Global Round : 5 | User: 2 | Local Epoch : 3 | Loss: 0.575 | Acc: 0.750
| Global Round : 5 | User: 2 | Local Epoch : 4 | Loss: 0.357 | Acc: 1.000
| Global Round : 5 | User: 3 | Local Epoch : 0 | Loss: 0.116 | Acc: 1.000
| Global Round : 5 | User: 3 | Local Epoch : 1 | Loss: 0.282 | Acc: 1.000
| Global Round : 5 | User: 3 | Local Epoch : 2 | Loss: 0.512 | Acc: 0.875
| Global Round : 5 | User: 3 | Local Epoch : 3 | Loss: 0.047 | Acc: 1.000
| Global Round : 5 | User: 3 | Local Epoch : 4 | Loss: 0.106 | Acc: 1.000
| Global Round : 5 | User: 4 | Local Epoch : 0 | Loss: 0.327 | Acc: 0.875
| Global Round : 5 | User: 4 | Local Epoch : 1 | Loss: 0.561 | Acc: 0.875
| Global Round : 5 | User: 4 | Local Epoch : 2 | Loss: 0.099 | Acc: 1.000
| Global Round : 5 | User: 4 | Local Epoch : 3 | Loss: 0.616 | Acc: 0.750
| Global Round : 5 | User: 4 | Local Epoch : 4 | Loss: 0.869 | Acc: 0.875
| Global Round : 5 | User: 5 | Local Epoch : 0 | Loss: 0.538 | Acc: 0.875
| Global Round : 5 | User: 5 | Local Epoch : 1 | Loss: 0.380 | Acc: 0.875
| Global Round : 5 | User: 5 | Local Epoch : 2 | Loss: 0.596 | Acc: 0.875
| Global Round : 5 | User: 5 | Local Epoch : 3 | Loss: 0.648 | Acc: 0.750
| Global Round : 5 | User: 5 | Local Epoch : 4 | Loss: 0.435 | Acc: 0.875
| Global Round : 5 | User: 6 | Local Epoch : 0 | Loss: 0.348 | Acc: 1.000
| Global Round : 5 | User: 6 | Local Epoch : 1 | Loss: 0.713 | Acc: 0.750
| Global Round : 5 | User: 6 | Local Epoch : 2 | Loss: 1.032 | Acc: 0.875
| Global Round : 5 | User: 6 | Local Epoch : 3 | Loss: 0.639 | Acc: 0.625
| Global Round : 5 | User: 6 | Local Epoch : 4 | Loss: 0.410 | Acc: 0.750
| Global Round : 5 | User: 7 | Local Epoch : 0 | Loss: 1.035 | Acc: 0.750
| Global Round : 5 | User: 7 | Local Epoch : 1 | Loss: 0.505 | Acc: 0.750
| Global Round : 5 | User: 7 | Local Epoch : 2 | Loss: 1.151 | Acc: 0.500
| Global Round : 5 | User: 7 | Local Epoch : 3 | Loss: 0.504 | Acc: 0.875
| Global Round : 5 | User: 7 | Local Epoch : 4 | Loss: 0.428 | Acc: 0.750
| Global Round : 5 | User: 8 | Local Epoch : 0 | Loss: 0.588 | Acc: 0.875
| Global Round : 5 | User: 8 | Local Epoch : 1 | Loss: 0.281 | Acc: 1.000
| Global Round : 5 | User: 8 | Local Epoch : 2 | Loss: 0.645 | Acc: 0.750
| Global Round : 5 | User: 8 | Local Epoch : 3 | Loss: 0.314 | Acc: 1.000
| Global Round : 5 | User: 8 | Local Epoch : 4 | Loss: 0.514 | Acc: 0.750
| Global Round : 5 | User: 9 | Local Epoch : 0 | Loss: 0.389 | Acc: 0.875
| Global Round : 5 | User: 9 | Local Epoch : 1 | Loss: 0.572 | Acc: 0.875
| Global Round : 5 | User: 9 | Local Epoch : 2 | Loss: 0.166 | Acc: 1.000
| Global Round : 5 | User: 9 | Local Epoch : 3 | Loss: 1.269 | Acc: 0.500
| Global Round : 5 | User: 9 | Local Epoch : 4 | Loss: 0.522 | Acc: 0.750

 | Global Training Round : 7 |

| Global Round : 6 | User: 0 | Local Epoch : 0 | Loss: 0.035 | Acc: 1.000
| Global Round : 6 | User: 0 | Local Epoch : 1 | Loss: 0.296 | Acc: 0.875
| Global Round : 6 | User: 0 | Local Epoch : 2 | Loss: 0.037 | Acc: 1.000
| Global Round : 6 | User: 0 | Local Epoch : 3 | Loss: 0.110 | Acc: 1.000
| Global Round : 6 | User: 0 | Local Epoch : 4 | Loss: 0.056 | Acc: 1.000
| Global Round : 6 | User: 1 | Local Epoch : 0 | Loss: 0.129 | Acc: 1.000
| Global Round : 6 | User: 1 | Local Epoch : 1 | Loss: 0.044 | Acc: 1.000
| Global Round : 6 | User: 1 | Local Epoch : 2 | Loss: 0.117 | Acc: 1.000
| Global Round : 6 | User: 1 | Local Epoch : 3 | Loss: 0.059 | Acc: 1.000
| Global Round : 6 | User: 1 | Local Epoch : 4 | Loss: 0.056 | Acc: 1.000
| Global Round : 6 | User: 2 | Local Epoch : 0 | Loss: 0.146 | Acc: 1.000
| Global Round : 6 | User: 2 | Local Epoch : 1 | Loss: 0.347 | Acc: 0.875
| Global Round : 6 | User: 2 | Local Epoch : 2 | Loss: 0.267 | Acc: 0.875
| Global Round : 6 | User: 2 | Local Epoch : 3 | Loss: 0.194 | Acc: 1.000
| Global Round : 6 | User: 2 | Local Epoch : 4 | Loss: 0.109 | Acc: 1.000
| Global Round : 6 | User: 3 | Local Epoch : 0 | Loss: 0.075 | Acc: 1.000
| Global Round : 6 | User: 3 | Local Epoch : 1 | Loss: 0.159 | Acc: 1.000
| Global Round : 6 | User: 3 | Local Epoch : 2 | Loss: 0.138 | Acc: 1.000
| Global Round : 6 | User: 3 | Local Epoch : 3 | Loss: 0.254 | Acc: 1.000
| Global Round : 6 | User: 3 | Local Epoch : 4 | Loss: 0.209 | Acc: 1.000
| Global Round : 6 | User: 4 | Local Epoch : 0 | Loss: 0.128 | Acc: 1.000
| Global Round : 6 | User: 4 | Local Epoch : 1 | Loss: 0.159 | Acc: 1.000
| Global Round : 6 | User: 4 | Local Epoch : 2 | Loss: 0.458 | Acc: 0.875
| Global Round : 6 | User: 4 | Local Epoch : 3 | Loss: 0.240 | Acc: 1.000
| Global Round : 6 | User: 4 | Local Epoch : 4 | Loss: 0.149 | Acc: 1.000
| Global Round : 6 | User: 5 | Local Epoch : 0 | Loss: 0.230 | Acc: 1.000
| Global Round : 6 | User: 5 | Local Epoch : 1 | Loss: 0.350 | Acc: 0.875
| Global Round : 6 | User: 5 | Local Epoch : 2 | Loss: 0.358 | Acc: 0.875
| Global Round : 6 | User: 5 | Local Epoch : 3 | Loss: 0.220 | Acc: 0.875
| Global Round : 6 | User: 5 | Local Epoch : 4 | Loss: 0.279 | Acc: 0.875
| Global Round : 6 | User: 6 | Local Epoch : 0 | Loss: 0.710 | Acc: 0.875
| Global Round : 6 | User: 6 | Local Epoch : 1 | Loss: 1.571 | Acc: 0.625
| Global Round : 6 | User: 6 | Local Epoch : 2 | Loss: 0.158 | Acc: 1.000
| Global Round : 6 | User: 6 | Local Epoch : 3 | Loss: 0.558 | Acc: 0.750
| Global Round : 6 | User: 6 | Local Epoch : 4 | Loss: 0.234 | Acc: 1.000
| Global Round : 6 | User: 7 | Local Epoch : 0 | Loss: 0.242 | Acc: 1.000
| Global Round : 6 | User: 7 | Local Epoch : 1 | Loss: 0.366 | Acc: 0.875
| Global Round : 6 | User: 7 | Local Epoch : 2 | Loss: 0.054 | Acc: 1.000
| Global Round : 6 | User: 7 | Local Epoch : 3 | Loss: 0.671 | Acc: 0.750
| Global Round : 6 | User: 7 | Local Epoch : 4 | Loss: 0.447 | Acc: 0.875
| Global Round : 6 | User: 8 | Local Epoch : 0 | Loss: 0.295 | Acc: 1.000
| Global Round : 6 | User: 8 | Local Epoch : 1 | Loss: 0.414 | Acc: 0.875
| Global Round : 6 | User: 8 | Local Epoch : 2 | Loss: 0.110 | Acc: 1.000
| Global Round : 6 | User: 8 | Local Epoch : 3 | Loss: 0.824 | Acc: 0.500
| Global Round : 6 | User: 8 | Local Epoch : 4 | Loss: 0.126 | Acc: 1.000
| Global Round : 6 | User: 9 | Local Epoch : 0 | Loss: 0.207 | Acc: 1.000
| Global Round : 6 | User: 9 | Local Epoch : 1 | Loss: 0.779 | Acc: 0.750
| Global Round : 6 | User: 9 | Local Epoch : 2 | Loss: 0.442 | Acc: 1.000
| Global Round : 6 | User: 9 | Local Epoch : 3 | Loss: 0.398 | Acc: 0.875
| Global Round : 6 | User: 9 | Local Epoch : 4 | Loss: 0.241 | Acc: 0.875

 | Global Training Round : 8 |

| Global Round : 7 | User: 0 | Local Epoch : 0 | Loss: 0.018 | Acc: 1.000
| Global Round : 7 | User: 0 | Local Epoch : 1 | Loss: 0.077 | Acc: 1.000
| Global Round : 7 | User: 0 | Local Epoch : 2 | Loss: 0.126 | Acc: 1.000
| Global Round : 7 | User: 0 | Local Epoch : 3 | Loss: 0.063 | Acc: 1.000
| Global Round : 7 | User: 0 | Local Epoch : 4 | Loss: 0.333 | Acc: 0.875
| Global Round : 7 | User: 1 | Local Epoch : 0 | Loss: 0.277 | Acc: 0.750
| Global Round : 7 | User: 1 | Local Epoch : 1 | Loss: 0.085 | Acc: 1.000
| Global Round : 7 | User: 1 | Local Epoch : 2 | Loss: 0.162 | Acc: 1.000
| Global Round : 7 | User: 1 | Local Epoch : 3 | Loss: 0.108 | Acc: 1.000
| Global Round : 7 | User: 1 | Local Epoch : 4 | Loss: 0.280 | Acc: 1.000
| Global Round : 7 | User: 2 | Local Epoch : 0 | Loss: 0.193 | Acc: 1.000
| Global Round : 7 | User: 2 | Local Epoch : 1 | Loss: 0.263 | Acc: 0.875
| Global Round : 7 | User: 2 | Local Epoch : 2 | Loss: 0.104 | Acc: 1.000
| Global Round : 7 | User: 2 | Local Epoch : 3 | Loss: 0.068 | Acc: 1.000
| Global Round : 7 | User: 2 | Local Epoch : 4 | Loss: 0.049 | Acc: 1.000
| Global Round : 7 | User: 3 | Local Epoch : 0 | Loss: 0.081 | Acc: 1.000
| Global Round : 7 | User: 3 | Local Epoch : 1 | Loss: 0.215 | Acc: 1.000
| Global Round : 7 | User: 3 | Local Epoch : 2 | Loss: 0.027 | Acc: 1.000
| Global Round : 7 | User: 3 | Local Epoch : 3 | Loss: 0.419 | Acc: 0.875
| Global Round : 7 | User: 3 | Local Epoch : 4 | Loss: 0.175 | Acc: 0.875
| Global Round : 7 | User: 4 | Local Epoch : 0 | Loss: 0.057 | Acc: 1.000
| Global Round : 7 | User: 4 | Local Epoch : 1 | Loss: 0.047 | Acc: 1.000
| Global Round : 7 | User: 4 | Local Epoch : 2 | Loss: 0.111 | Acc: 1.000
| Global Round : 7 | User: 4 | Local Epoch : 3 | Loss: 0.020 | Acc: 1.000
| Global Round : 7 | User: 4 | Local Epoch : 4 | Loss: 0.033 | Acc: 1.000
| Global Round : 7 | User: 5 | Local Epoch : 0 | Loss: 0.184 | Acc: 1.000
| Global Round : 7 | User: 5 | Local Epoch : 1 | Loss: 0.312 | Acc: 0.875
| Global Round : 7 | User: 5 | Local Epoch : 2 | Loss: 0.102 | Acc: 1.000
| Global Round : 7 | User: 5 | Local Epoch : 3 | Loss: 0.640 | Acc: 0.625
| Global Round : 7 | User: 5 | Local Epoch : 4 | Loss: 0.182 | Acc: 0.875
| Global Round : 7 | User: 6 | Local Epoch : 0 | Loss: 0.106 | Acc: 1.000
| Global Round : 7 | User: 6 | Local Epoch : 1 | Loss: 0.513 | Acc: 0.875
| Global Round : 7 | User: 6 | Local Epoch : 2 | Loss: 0.290 | Acc: 1.000
| Global Round : 7 | User: 6 | Local Epoch : 3 | Loss: 0.214 | Acc: 1.000
| Global Round : 7 | User: 6 | Local Epoch : 4 | Loss: 0.531 | Acc: 0.875
| Global Round : 7 | User: 7 | Local Epoch : 0 | Loss: 0.510 | Acc: 0.875
| Global Round : 7 | User: 7 | Local Epoch : 1 | Loss: 0.286 | Acc: 0.875
| Global Round : 7 | User: 7 | Local Epoch : 2 | Loss: 0.938 | Acc: 0.750
| Global Round : 7 | User: 7 | Local Epoch : 3 | Loss: 0.680 | Acc: 0.750
| Global Round : 7 | User: 7 | Local Epoch : 4 | Loss: 0.254 | Acc: 1.000
| Global Round : 7 | User: 8 | Local Epoch : 0 | Loss: 0.577 | Acc: 0.875
| Global Round : 7 | User: 8 | Local Epoch : 1 | Loss: 0.218 | Acc: 0.875
| Global Round : 7 | User: 8 | Local Epoch : 2 | Loss: 0.209 | Acc: 0.875
| Global Round : 7 | User: 8 | Local Epoch : 3 | Loss: 0.494 | Acc: 0.875
| Global Round : 7 | User: 8 | Local Epoch : 4 | Loss: 0.393 | Acc: 0.875
| Global Round : 7 | User: 9 | Local Epoch : 0 | Loss: 0.289 | Acc: 0.875
| Global Round : 7 | User: 9 | Local Epoch : 1 | Loss: 0.151 | Acc: 0.875
| Global Round : 7 | User: 9 | Local Epoch : 2 | Loss: 0.146 | Acc: 1.000
| Global Round : 7 | User: 9 | Local Epoch : 3 | Loss: 0.863 | Acc: 0.875
| Global Round : 7 | User: 9 | Local Epoch : 4 | Loss: 0.651 | Acc: 0.750

 | Global Training Round : 9 |

| Global Round : 8 | User: 0 | Local Epoch : 0 | Loss: 0.077 | Acc: 1.000
| Global Round : 8 | User: 0 | Local Epoch : 1 | Loss: 0.253 | Acc: 0.875
| Global Round : 8 | User: 0 | Local Epoch : 2 | Loss: 0.302 | Acc: 0.875
| Global Round : 8 | User: 0 | Local Epoch : 3 | Loss: 0.075 | Acc: 1.000
| Global Round : 8 | User: 0 | Local Epoch : 4 | Loss: 0.023 | Acc: 1.000
| Global Round : 8 | User: 1 | Local Epoch : 0 | Loss: 0.055 | Acc: 1.000
| Global Round : 8 | User: 1 | Local Epoch : 1 | Loss: 0.081 | Acc: 1.000
| Global Round : 8 | User: 1 | Local Epoch : 2 | Loss: 0.047 | Acc: 1.000
| Global Round : 8 | User: 1 | Local Epoch : 3 | Loss: 0.015 | Acc: 1.000
| Global Round : 8 | User: 1 | Local Epoch : 4 | Loss: 0.103 | Acc: 1.000
| Global Round : 8 | User: 2 | Local Epoch : 0 | Loss: 0.221 | Acc: 1.000
| Global Round : 8 | User: 2 | Local Epoch : 1 | Loss: 0.103 | Acc: 1.000
| Global Round : 8 | User: 2 | Local Epoch : 2 | Loss: 0.079 | Acc: 1.000
| Global Round : 8 | User: 2 | Local Epoch : 3 | Loss: 0.433 | Acc: 0.875
| Global Round : 8 | User: 2 | Local Epoch : 4 | Loss: 0.064 | Acc: 1.000
| Global Round : 8 | User: 3 | Local Epoch : 0 | Loss: 0.052 | Acc: 1.000
| Global Round : 8 | User: 3 | Local Epoch : 1 | Loss: 0.177 | Acc: 1.000
| Global Round : 8 | User: 3 | Local Epoch : 2 | Loss: 0.217 | Acc: 0.875
| Global Round : 8 | User: 3 | Local Epoch : 3 | Loss: 0.899 | Acc: 0.625
| Global Round : 8 | User: 3 | Local Epoch : 4 | Loss: 0.167 | Acc: 1.000
| Global Round : 8 | User: 4 | Local Epoch : 0 | Loss: 0.151 | Acc: 0.875
| Global Round : 8 | User: 4 | Local Epoch : 1 | Loss: 0.057 | Acc: 1.000
| Global Round : 8 | User: 4 | Local Epoch : 2 | Loss: 0.041 | Acc: 1.000
| Global Round : 8 | User: 4 | Local Epoch : 3 | Loss: 0.052 | Acc: 1.000
| Global Round : 8 | User: 4 | Local Epoch : 4 | Loss: 0.673 | Acc: 0.625
| Global Round : 8 | User: 5 | Local Epoch : 0 | Loss: 0.097 | Acc: 1.000
| Global Round : 8 | User: 5 | Local Epoch : 1 | Loss: 0.472 | Acc: 0.750
| Global Round : 8 | User: 5 | Local Epoch : 2 | Loss: 0.191 | Acc: 0.875
| Global Round : 8 | User: 5 | Local Epoch : 3 | Loss: 0.053 | Acc: 1.000
| Global Round : 8 | User: 5 | Local Epoch : 4 | Loss: 1.252 | Acc: 0.750
| Global Round : 8 | User: 6 | Local Epoch : 0 | Loss: 0.404 | Acc: 0.875
| Global Round : 8 | User: 6 | Local Epoch : 1 | Loss: 1.125 | Acc: 0.625
| Global Round : 8 | User: 6 | Local Epoch : 2 | Loss: 0.308 | Acc: 0.875
| Global Round : 8 | User: 6 | Local Epoch : 3 | Loss: 0.320 | Acc: 0.875
| Global Round : 8 | User: 6 | Local Epoch : 4 | Loss: 0.195 | Acc: 1.000
| Global Round : 8 | User: 7 | Local Epoch : 0 | Loss: 0.106 | Acc: 1.000
| Global Round : 8 | User: 7 | Local Epoch : 1 | Loss: 0.469 | Acc: 0.750
| Global Round : 8 | User: 7 | Local Epoch : 2 | Loss: 0.563 | Acc: 0.875
| Global Round : 8 | User: 7 | Local Epoch : 3 | Loss: 0.126 | Acc: 1.000
| Global Round : 8 | User: 7 | Local Epoch : 4 | Loss: 0.177 | Acc: 1.000
| Global Round : 8 | User: 8 | Local Epoch : 0 | Loss: 0.463 | Acc: 0.750
| Global Round : 8 | User: 8 | Local Epoch : 1 | Loss: 0.338 | Acc: 0.875
| Global Round : 8 | User: 8 | Local Epoch : 2 | Loss: 1.215 | Acc: 0.750
| Global Round : 8 | User: 8 | Local Epoch : 3 | Loss: 0.312 | Acc: 1.000
| Global Round : 8 | User: 8 | Local Epoch : 4 | Loss: 0.243 | Acc: 0.875
| Global Round : 8 | User: 9 | Local Epoch : 0 | Loss: 0.417 | Acc: 0.875
| Global Round : 8 | User: 9 | Local Epoch : 1 | Loss: 0.099 | Acc: 1.000
| Global Round : 8 | User: 9 | Local Epoch : 2 | Loss: 0.139 | Acc: 1.000
| Global Round : 8 | User: 9 | Local Epoch : 3 | Loss: 0.231 | Acc: 1.000
| Global Round : 8 | User: 9 | Local Epoch : 4 | Loss: 0.551 | Acc: 0.750

 | Global Training Round : 10 |

| Global Round : 9 | User: 0 | Local Epoch : 0 | Loss: 0.034 | Acc: 1.000
| Global Round : 9 | User: 0 | Local Epoch : 1 | Loss: 0.024 | Acc: 1.000
| Global Round : 9 | User: 0 | Local Epoch : 2 | Loss: 0.022 | Acc: 1.000
| Global Round : 9 | User: 0 | Local Epoch : 3 | Loss: 0.047 | Acc: 1.000
| Global Round : 9 | User: 0 | Local Epoch : 4 | Loss: 0.021 | Acc: 1.000
| Global Round : 9 | User: 1 | Local Epoch : 0 | Loss: 0.187 | Acc: 1.000
| Global Round : 9 | User: 1 | Local Epoch : 1 | Loss: 0.154 | Acc: 1.000
| Global Round : 9 | User: 1 | Local Epoch : 2 | Loss: 0.144 | Acc: 1.000
| Global Round : 9 | User: 1 | Local Epoch : 3 | Loss: 0.136 | Acc: 1.000
| Global Round : 9 | User: 1 | Local Epoch : 4 | Loss: 0.358 | Acc: 0.875
| Global Round : 9 | User: 2 | Local Epoch : 0 | Loss: 0.069 | Acc: 1.000
| Global Round : 9 | User: 2 | Local Epoch : 1 | Loss: 0.071 | Acc: 1.000
| Global Round : 9 | User: 2 | Local Epoch : 2 | Loss: 0.097 | Acc: 1.000
| Global Round : 9 | User: 2 | Local Epoch : 3 | Loss: 0.114 | Acc: 1.000
| Global Round : 9 | User: 2 | Local Epoch : 4 | Loss: 0.070 | Acc: 1.000
| Global Round : 9 | User: 3 | Local Epoch : 0 | Loss: 0.087 | Acc: 1.000
| Global Round : 9 | User: 3 | Local Epoch : 1 | Loss: 0.126 | Acc: 1.000
| Global Round : 9 | User: 3 | Local Epoch : 2 | Loss: 0.105 | Acc: 1.000
| Global Round : 9 | User: 3 | Local Epoch : 3 | Loss: 0.122 | Acc: 1.000
| Global Round : 9 | User: 3 | Local Epoch : 4 | Loss: 0.079 | Acc: 1.000
| Global Round : 9 | User: 4 | Local Epoch : 0 | Loss: 0.104 | Acc: 1.000
| Global Round : 9 | User: 4 | Local Epoch : 1 | Loss: 0.042 | Acc: 1.000
| Global Round : 9 | User: 4 | Local Epoch : 2 | Loss: 0.015 | Acc: 1.000
| Global Round : 9 | User: 4 | Local Epoch : 3 | Loss: 0.024 | Acc: 1.000
| Global Round : 9 | User: 4 | Local Epoch : 4 | Loss: 0.113 | Acc: 1.000
| Global Round : 9 | User: 5 | Local Epoch : 0 | Loss: 0.174 | Acc: 1.000
| Global Round : 9 | User: 5 | Local Epoch : 1 | Loss: 0.102 | Acc: 1.000
| Global Round : 9 | User: 5 | Local Epoch : 2 | Loss: 0.125 | Acc: 1.000
| Global Round : 9 | User: 5 | Local Epoch : 3 | Loss: 0.137 | Acc: 1.000
| Global Round : 9 | User: 5 | Local Epoch : 4 | Loss: 0.111 | Acc: 1.000
| Global Round : 9 | User: 6 | Local Epoch : 0 | Loss: 0.332 | Acc: 0.875
| Global Round : 9 | User: 6 | Local Epoch : 1 | Loss: 0.285 | Acc: 0.875
| Global Round : 9 | User: 6 | Local Epoch : 2 | Loss: 0.522 | Acc: 0.750
| Global Round : 9 | User: 6 | Local Epoch : 3 | Loss: 0.348 | Acc: 0.875
| Global Round : 9 | User: 6 | Local Epoch : 4 | Loss: 0.411 | Acc: 0.750
| Global Round : 9 | User: 7 | Local Epoch : 0 | Loss: 0.322 | Acc: 0.875
| Global Round : 9 | User: 7 | Local Epoch : 1 | Loss: 0.729 | Acc: 0.750
| Global Round : 9 | User: 7 | Local Epoch : 2 | Loss: 0.328 | Acc: 1.000
| Global Round : 9 | User: 7 | Local Epoch : 3 | Loss: 0.280 | Acc: 0.875
| Global Round : 9 | User: 7 | Local Epoch : 4 | Loss: 0.151 | Acc: 1.000
| Global Round : 9 | User: 8 | Local Epoch : 0 | Loss: 0.843 | Acc: 0.750
| Global Round : 9 | User: 8 | Local Epoch : 1 | Loss: 0.854 | Acc: 0.875
| Global Round : 9 | User: 8 | Local Epoch : 2 | Loss: 0.565 | Acc: 0.750
| Global Round : 9 | User: 8 | Local Epoch : 3 | Loss: 1.062 | Acc: 0.625
| Global Round : 9 | User: 8 | Local Epoch : 4 | Loss: 0.734 | Acc: 0.875
| Global Round : 9 | User: 9 | Local Epoch : 0 | Loss: 0.750 | Acc: 0.875
| Global Round : 9 | User: 9 | Local Epoch : 1 | Loss: 0.056 | Acc: 1.000
| Global Round : 9 | User: 9 | Local Epoch : 2 | Loss: 0.955 | Acc: 0.750
| Global Round : 9 | User: 9 | Local Epoch : 3 | Loss: 0.274 | Acc: 1.000
| Global Round : 9 | User: 9 | Local Epoch : 4 | Loss: 0.465 | Acc: 0.875
testing
Client:0  Test Accuracy: 0.5256
Client:1  Test Accuracy: 0.5163
Client:2  Test Accuracy: 0.5395
Client:3  Test Accuracy: 0.4000
Client:4  Test Accuracy: 0.4512
Client:5  Test Accuracy: 0.5721
Client:6  Test Accuracy: 0.6837
Client:7  Test Accuracy: 0.5860
Client:8  Test Accuracy: 0.4651
Client:9  Test Accuracy: 0.6419
Pseudo-labeling with modalities
User 0: Pseudo-labeling accuracy: 0.60
User 0: Additional training epoch 1, Loss: 0.10716874152421951
User 0: Additional training epoch 2, Loss: 0.05416575074195862
User 0: Additional training epoch 3, Loss: 0.025665568187832832
User 0: Additional training epoch 4, Loss: 0.07109846919775009
User 0: Additional training epoch 5, Loss: 0.17414769530296326
User 1: Pseudo-labeling accuracy: 0.82
User 1: Additional training epoch 1, Loss: 0.15227048099040985
User 1: Additional training epoch 2, Loss: 0.13224539160728455
User 1: Additional training epoch 3, Loss: 0.08307255059480667
User 1: Additional training epoch 4, Loss: 0.3912961483001709
User 1: Additional training epoch 5, Loss: 1.0026851892471313
User 2: Pseudo-labeling accuracy: 0.83
User 2: Additional training epoch 1, Loss: 0.6375374794006348
User 2: Additional training epoch 2, Loss: 0.1348981112241745
User 2: Additional training epoch 3, Loss: 0.03301994130015373
User 2: Additional training epoch 4, Loss: 0.10282827168703079
User 2: Additional training epoch 5, Loss: 0.19433631002902985
User 3: Pseudo-labeling accuracy: 0.50
User 3: Additional training epoch 1, Loss: 0.21698252856731415
User 3: Additional training epoch 2, Loss: 0.0646543800830841
User 3: Additional training epoch 3, Loss: 0.17969223856925964
User 3: Additional training epoch 4, Loss: 0.04889494925737381
User 3: Additional training epoch 5, Loss: 0.40755537152290344
User 4: Pseudo-labeling accuracy: 0.79
User 4: Additional training epoch 1, Loss: 0.6437551975250244
User 4: Additional training epoch 2, Loss: 0.20024244487285614
User 4: Additional training epoch 3, Loss: 0.15741898119449615
User 4: Additional training epoch 4, Loss: 0.2500291168689728
User 4: Additional training epoch 5, Loss: 0.026653438806533813
User 5: Pseudo-labeling accuracy: 0.71
User 5: Additional training epoch 1, Loss: 0.8248926401138306
User 5: Additional training epoch 2, Loss: 0.3181419372558594
User 5: Additional training epoch 3, Loss: 0.14160466194152832
User 5: Additional training epoch 4, Loss: 0.172035351395607
User 5: Additional training epoch 5, Loss: 0.3098036050796509
User 6: Pseudo-labeling accuracy: 0.86
User 6: Additional training epoch 1, Loss: 0.7054786682128906
User 6: Additional training epoch 2, Loss: 0.10111653804779053
User 6: Additional training epoch 3, Loss: 0.25503915548324585
User 6: Additional training epoch 4, Loss: 0.2901380956172943
User 6: Additional training epoch 5, Loss: 0.33481037616729736
User 7: Pseudo-labeling accuracy: 0.75
User 7: Additional training epoch 1, Loss: 0.5079819560050964
User 7: Additional training epoch 2, Loss: 0.09013508260250092
User 7: Additional training epoch 3, Loss: 0.522409975528717
User 7: Additional training epoch 4, Loss: 0.075348861515522
User 7: Additional training epoch 5, Loss: 0.4679783880710602
/home/shayulong/miniconda3/envs/fl/lib/python3.8/site-packages/torch/autograd/graph.py:744: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at ../aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
User 8: Pseudo-labeling accuracy: 1.00
User 8: Additional training epoch 1, Loss: 0.5744163393974304
User 8: Additional training epoch 2, Loss: 0.24011635780334473
User 8: Additional training epoch 3, Loss: 0.5141028761863708
User 8: Additional training epoch 4, Loss: 0.6639031767845154
User 8: Additional training epoch 5, Loss: 2.3161823749542236
User 9: Pseudo-labeling accuracy: 0.94
User 9: Additional training epoch 1, Loss: 0.2202734649181366
User 9: Additional training epoch 2, Loss: 0.37332651019096375
User 9: Additional training epoch 3, Loss: 0.5178714394569397
User 9: Additional training epoch 4, Loss: 0.12536129355430603
User 9: Additional training epoch 5, Loss: 0.24855002760887146
testing
